,formulaA,formulaB,formulaA_elements_AtomicVolume,formulaB_elements_AtomicVolume,formulaA_elements_AtomicWeight,formulaB_elements_AtomicWeight,formulaA_elements_BoilingT,formulaB_elements_BoilingT,formulaA_elements_BulkModulus,formulaB_elements_BulkModulus,formulaA_elements_Column,formulaB_elements_Column,formulaA_elements_CovalentRadius,formulaB_elements_CovalentRadius,formulaA_elements_Density,formulaB_elements_Density,formulaA_elements_ElectronSurfaceDensityWS,formulaB_elements_ElectronSurfaceDensityWS,formulaA_elements_Electronegativity,formulaB_elements_Electronegativity,formulaA_elements_FirstIonizationEnergy,formulaB_elements_FirstIonizationEnergy,formulaA_elements_GSbandgap,formulaB_elements_GSbandgap,formulaA_elements_GSenergy_pa,formulaB_elements_GSenergy_pa,formulaA_elements_GSestBCClatcnt,formulaB_elements_GSestBCClatcnt,formulaA_elements_GSestFCClatcnt,formulaB_elements_GSestFCClatcnt,formulaA_elements_GSmagmom,formulaB_elements_GSmagmom,formulaA_elements_GSvolume_pa,formulaB_elements_GSvolume_pa,formulaA_elements_HHIp,formulaB_elements_HHIp,formulaA_elements_HHIr,formulaB_elements_HHIr,formulaA_elements_HeatCapacityMass,formulaB_elements_HeatCapacityMass,formulaA_elements_HeatCapacityMolar,formulaB_elements_HeatCapacityMolar,formulaA_elements_HeatFusion,formulaB_elements_HeatFusion,formulaA_elements_ICSDVolume,formulaB_elements_ICSDVolume,formulaA_elements_IsAlkali,formulaB_elements_IsAlkali,formulaA_elements_IsDBlock,formulaB_elements_IsDBlock,formulaA_elements_IsFBlock,formulaB_elements_IsFBlock,formulaA_elements_IsMetal,formulaB_elements_IsMetal,formulaA_elements_IsMetalloid,formulaB_elements_IsMetalloid,formulaA_elements_IsNonmetal,formulaB_elements_IsNonmetal,formulaA_elements_MeltingT,formulaB_elements_MeltingT,formulaA_elements_MendeleevNumber,formulaB_elements_MendeleevNumber,formulaA_elements_MiracleRadius,formulaB_elements_MiracleRadius,formulaA_elements_NUnfilled,formulaB_elements_NUnfilled,formulaA_elements_NValance,formulaB_elements_NValance,formulaA_elements_NdUnfilled,formulaB_elements_NdUnfilled,formulaA_elements_NdValence,formulaB_elements_NdValence,formulaA_elements_NfUnfilled,formulaB_elements_NfUnfilled,formulaA_elements_NfValence,formulaB_elements_NfValence,formulaA_elements_NpUnfilled,formulaB_elements_NpUnfilled,formulaA_elements_NpValence,formulaB_elements_NpValence,formulaA_elements_NsUnfilled,formulaB_elements_NsUnfilled,formulaA_elements_NsValence,formulaB_elements_NsValence,formulaA_elements_Number,formulaB_elements_Number,formulaA_elements_Polarizability,formulaB_elements_Polarizability,formulaA_elements_Row,formulaB_elements_Row,formulaA_elements_ShearModulus,formulaB_elements_ShearModulus,formulaA_elements_SpaceGroupNumber,formulaB_elements_SpaceGroupNumber,avg_coordination_A,avg_coordination_B,avg_nearest_neighbor_distance_A,avg_nearest_neighbor_distance_B,stabilityVec
1971,Se,U,27.20880463,20.7488474,78.96,238.02891,958.0,4200.0,8.3,100.0,16,3,120,196,4819.0,19050.0,0.0,1.51,2.55,1.38,9.75239,6.1941,0.799,0.0,-3.47079191,-11.29233996,3.7286790069999998,3.42137628,4.697841169,4.310663995,0.0,0.0,25.92,20.025,2200,0,6000,0,0.321,0.11599999999999999,25.363000000000003,27.665,6.69,9.14,29.81,21.18,0,0,0,0,0,1,0,1,0,0,1,0,494.0,1408.0,89,20,118,158,2,20,16,6,0,9,10,1,0,11,0,3,2,0,4,0,0,0,2,2,34,92,3.77,24.9,4,7,3.7,111.0,14,63,2.0,4.0,2.364,2.70235,"[1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0]"
1972,Se,W,27.20880463,15.85873442,78.96,183.84,958.0,5828.0,8.3,310.0,16,6,120,162,4819.0,19250.0,0.0,1.81,2.55,2.36,9.75239,7.8640300000000005,0.799,0.0,-3.47079191,-12.95880062,3.7286790069999998,3.1781057510000004,4.697841169,4.004162334,0.0,0.0,25.92,16.05,2200,7000,6000,4300,0.321,0.132,25.363000000000003,24.27,6.69,52.31,29.81,15.85,0,0,0,1,0,0,0,1,0,0,1,0,494.0,3695.0,89,51,118,135,2,6,16,20,0,6,10,4,0,0,0,14,2,0,4,0,0,0,2,2,34,74,3.77,11.1,4,6,3.7,161.0,14,229,2.0,8.0,2.364,2.76038,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0]"
1973,Se,Zr,27.20880463,23.26594327,78.96,91.22399999999999,958.0,4682.0,8.3,0.0,16,4,120,175,4819.0,6511.0,0.0,1.41,2.55,1.33,9.75239,6.6339,0.799,0.0,-3.47079191,-8.545958555,3.7286790069999998,3.593145393,4.697841169,4.527079516000001,0.0,0.0,25.92,23.195,2200,3400,6000,2600,0.321,0.278,25.363000000000003,25.36,6.69,21.0,29.81,23.29,0,0,0,1,0,0,0,1,0,0,1,0,494.0,2128.0,89,44,118,158,2,8,16,4,0,8,10,2,0,0,0,0,2,0,4,0,0,0,2,2,34,40,3.77,17.9,4,5,3.7,33.0,14,194,2.0,12.0,2.364,3.1914700000000003,"[1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0]"
1974,Ac,Si,37.43308629999999,20.01637772,227.0,28.0855,3473.0,3173.0,0.0,100.0,3,14,215,111,10070.0,2330.0,0.0,1.5,1.1,1.9,5.17,8.15168,0.0,0.773,-4.1050022980000005,-5.424918005,4.465163104,3.4448498389999997,5.625752986,4.340238825,0.0,0.0,44.5125,20.44,0,4700,0,1000,0.12,0.7120000000000001,27.2,19.99,12.0,50.21,37.45,20.02,0,0,0,0,1,0,1,0,0,1,0,0,1323.0,1687.0,14,78,0,110,9,4,3,4,9,0,1,0,0,0,0,0,0,4,0,2,0,0,2,2,89,14,32.1,5.53,7,3,0.0,0.0,225,227,12.0,4.0,3.99462,2.36803,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1975,Si,Be,20.01637772,8.098176455,28.0855,9.012182000000001,3173.0,2743.0,100.0,130.0,14,2,111,96,2330.0,1848.0,1.5,1.67,1.9,1.57,8.15168,9.3227,0.773,0.0,-5.424918005,-3.755038695,3.4448498389999997,2.508239481,4.340238825,3.160183721,0.0,0.0,20.44,7.89,4700,8000,1000,4000,0.7120000000000001,1.825,19.99,16.442999999999998,50.21,7.895,20.02,8.11,0,1,0,0,0,0,0,1,1,0,0,0,1687.0,1560.0,78,67,110,112,4,0,4,2,0,0,0,0,0,0,0,0,4,0,2,0,0,0,2,2,14,4,5.53,5.6,3,2,0.0,132.0,227,194,4.0,12.0,2.36803,2.20087,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
1976,Si,C,20.01637772,8.825089715,28.0855,12.0107,3173.0,4300.0,100.0,33.0,14,14,111,76,2330.0,2260.0,1.5,1.77,1.9,2.55,8.15168,11.2603,0.773,4.496,-5.424918005,-9.209713655,3.4448498389999997,2.242692341,4.340238825,2.825615289,0.0,0.0,20.44,5.64,4700,500,1000,500,0.7120000000000001,0.7090000000000001,19.99,8.517000000000001,50.21,117.4,20.02,5.67,0,0,0,0,0,0,0,0,1,0,0,1,1687.0,3823.0,78,77,110,77,4,4,4,4,0,0,0,0,0,0,0,0,4,4,2,2,0,0,2,2,14,6,5.53,1.67,3,2,0.0,0.0,227,194,4.0,3.0,2.36803,1.4240899999999999,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0]"
1977,Si,Fe,20.01637772,11.77736497,28.0855,55.845,3173.0,3134.0,100.0,170.0,14,8,111,132,2330.0,7874.0,1.5,1.77,1.9,1.83,8.15168,7.9024,0.773,0.0,-5.424918005,-8.28548436,3.4448498389999997,2.7789233789999996,4.340238825,3.501224062,0.0,2.1106627999999996,20.44,10.73,4700,2400,1000,1400,0.7120000000000001,0.449,19.99,25.1,50.21,13.81,20.02,11.78,0,0,0,1,0,0,0,1,1,0,0,0,1687.0,1811.0,78,55,110,125,4,4,4,8,0,4,0,6,0,0,0,0,4,0,2,0,0,0,2,2,14,26,5.53,8.4,3,4,0.0,82.0,227,229,4.0,8.0,2.36803,2.46654,"[1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0]"
1978,Si,Ga,20.01637772,19.61051348,28.0855,69.723,3173.0,2477.0,100.0,0.0,14,13,111,122,2330.0,5904.0,1.5,1.31,1.9,1.81,8.15168,5.999301,0.773,0.0,-5.424918005,-3.0122553030000003,3.4448498389999997,3.353549368,4.340238825,4.225207441,0.0,0.0,20.44,18.8575,4700,5500,1000,1900,0.7120000000000001,0.373,19.99,26.03,50.21,5.585,20.02,19.6,0,0,0,0,0,0,0,1,1,0,0,0,1687.0,302.91,78,74,110,134,4,5,4,13,0,0,0,10,0,0,0,0,4,5,2,1,0,0,2,2,14,31,5.53,8.12,3,4,0.0,0.0,227,64,4.0,5.0,2.36803,2.53355,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
1979,Gd,Si,33.04972431,20.01637772,157.25,28.0855,3523.0,3173.0,38.0,100.0,3,14,196,111,7901.0,2330.0,1.21,1.5,1.2,1.9,6.1498,8.15168,0.0,0.773,-4.65442131,-5.424918005,4.002082249,3.4448498389999997,5.0423076689999995,4.340238825,0.0,0.0,32.05,20.44,9500,4700,3100,1000,0.235,0.7120000000000001,37.03,19.99,9.67,50.21,32.98,20.02,0,0,0,0,1,0,1,0,0,1,0,0,1586.0,1687.0,27,78,176,110,16,4,10,4,9,0,1,0,7,0,7,0,0,4,0,2,0,0,2,2,64,14,23.5,5.53,6,3,22.0,0.0,194,227,12.0,4.0,3.58601,2.36803,"[1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1980,La,Si,37.53064612,20.01637772,138.90547,28.0855,3737.0,3173.0,28.0,100.0,3,14,207,111,6146.0,2330.0,1.18,1.5,1.1,1.9,5.5769,8.15168,0.0,0.773,-4.927546185,-5.424918005,4.194456026,3.4448498389999997,5.28468344,4.340238825,0.0,0.0,36.8975,20.44,9500,4700,3100,1000,0.195,0.7120000000000001,27.11,19.99,6.2,50.21,37.42,20.02,0,0,0,0,1,0,1,0,0,1,0,0,1193.0,1687.0,13,78,187,110,9,4,3,4,9,0,1,0,0,0,0,0,0,4,0,2,0,0,2,2,57,14,31.1,5.53,6,3,14.0,0.0,194,227,12.0,4.0,3.7199800000000005,2.36803,"[1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0]"
1981,Li,Si,21.54405808,20.01637772,6.941,28.0855,1615.0,3173.0,11.0,100.0,1,14,128,111,535.0,2330.0,0.98,1.5,0.98,1.9,5.391719,8.15168,0.0,0.773,-1.86988691,-5.424918005,3.2135708380000003,3.4448498389999997,4.048845545,4.340238825,0.0,0.0,16.59333333,20.44,2900,4700,4200,1000,3.582,0.7120000000000001,24.86,19.99,3.0,50.21,21.63,20.02,1,0,0,0,0,0,1,0,0,1,0,0,453.69,1687.0,1,78,152,110,1,4,1,4,0,0,0,0,0,0,0,0,0,4,0,2,1,0,1,2,3,14,24.335,5.53,2,3,4.2,0.0,229,227,8.0,4.0,2.96771,2.36803,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0]"
1982,Mg,Si,23.2222931,20.01637772,24.305,28.0855,1363.0,3173.0,45.0,100.0,2,14,141,111,1738.0,2330.0,1.17,1.5,1.31,1.9,7.646235000000001,8.15168,0.0,0.773,-1.54227231,-5.424918005,3.577326635,3.4448498389999997,4.50714913,4.340238825,0.0,0.0,22.89,20.44,5300,4700,500,1000,1.023,0.7120000000000001,24.869,19.99,8.48,50.21,23.48,20.02,1,0,0,0,0,0,1,0,0,1,0,0,923.0,1687.0,68,78,160,110,0,4,2,4,0,0,0,0,0,0,0,0,0,4,0,2,0,0,2,2,12,14,10.76666667,5.53,3,3,17.0,0.0,194,227,12.0,4.0,3.18377,2.36803,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
1983,Si,Mn,20.01637772,12.21270447,28.0855,54.938044999999995,3173.0,2334.0,100.0,120.0,14,7,111,139,2330.0,7470.0,1.5,1.61,1.9,1.55,8.15168,7.434019999999999,0.773,0.0,-5.424918005,-9.02056525,3.4448498389999997,2.757836487,4.340238825,3.474656242,0.0,0.00031,20.44,10.48758621,4700,1600,1000,1800,0.7120000000000001,0.479,19.99,26.32,50.21,12.91,20.02,12.2,0,0,0,1,0,0,0,1,1,0,0,0,1687.0,1519.0,78,52,110,132,4,5,4,7,0,5,0,5,0,0,0,0,4,0,2,0,0,0,2,2,14,25,5.53,9.4,3,4,0.0,78.0,227,217,4.0,5.24138,2.36803,2.27619,"[1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0]"
1984,Si,Mo,20.01637772,15.50088069,28.0855,95.96,3173.0,4912.0,100.0,230.0,14,6,111,154,2330.0,10280.0,1.5,1.77,1.9,2.16,8.15168,7.09243,0.773,0.0,-5.424918005,-10.84610777,3.4448498389999997,3.154164308,4.340238825,3.973998007,0.0,0.0,20.44,15.69,4700,2400,1000,5300,0.7120000000000001,0.251,19.99,24.06,50.21,37.48,20.02,15.59,0,0,0,1,0,0,0,1,1,0,0,0,1687.0,2896.0,78,50,110,139,4,6,4,6,0,5,0,5,0,0,0,0,4,0,2,0,0,1,2,1,14,42,5.53,12.8,3,5,0.0,20.0,227,229,4.0,8.0,2.36803,2.74324,"[1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0]"
1985,Na,Si,39.43832888,20.01637772,22.98976928,28.0855,1156.0,3173.0,6.3,100.0,1,14,166,111,968.0,2330.0,0.82,1.5,0.93,1.9,5.139076,8.15168,0.0,0.773,-1.2602413829999999,-5.424918005,3.88167309,3.4448498389999997,4.890601633999999,4.340238825,0.0,0.0,29.24333333,20.44,1100,4700,500,1000,1.228,0.7120000000000001,28.23,19.99,2.6,50.21,39.76,20.02,1,0,0,0,0,0,1,0,0,1,0,0,370.87,1687.0,2,78,180,110,1,4,1,4,0,0,0,0,0,0,0,0,0,4,0,2,1,0,1,2,11,14,24.11,5.53,3,3,3.3,0.0,229,227,12.0,4.0,3.7292199999999998,2.36803,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1986,Ne,Si,37232.18569,20.01637772,20.1791,28.0855,26.92,3173.0,0.0,100.0,18,14,58,111,0.9,2330.0,0.0,1.5,0.0,1.9,21.56454,8.15168,13.088,0.773,0.09403567,-5.424918005,2.934893568,3.4448498389999997,3.6977341860000004,4.340238825,0.0,0.0,12.64,20.44,0,4700,0,1000,1.03,0.7120000000000001,20.785999999999998,19.99,0.16399999999999998,50.21,23.09,20.02,0,0,0,0,0,0,0,0,0,1,1,0,24.56,1687.0,99,78,0,110,0,4,8,4,0,0,0,0,0,0,0,0,0,4,6,2,0,0,2,2,10,14,0.39432,5.53,2,3,0.0,0.0,225,227,12.0,4.0,3.04326,2.36803,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1987,Si,Ni,20.01637772,10.94128444,28.0855,58.6934,3173.0,3186.0,100.0,180.0,14,10,111,124,2330.0,8908.0,1.5,1.75,1.9,1.91,8.15168,7.6398,0.773,0.0,-5.424918005,-5.54632457,3.4448498389999997,2.74306794,4.340238825,3.456049039,0.0,0.5953946999999999,20.44,10.32,4700,1000,1000,1500,0.7120000000000001,0.444,19.99,26.07,50.21,17.48,20.02,10.86,0,0,0,1,0,0,0,1,1,0,0,0,1687.0,1728.0,78,61,110,126,4,2,4,10,0,2,0,8,0,0,0,0,4,0,2,0,0,0,2,2,14,28,5.53,6.8,3,4,0.0,76.0,227,225,4.0,12.0,2.36803,2.4805599999999997,"[1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0]"
1988,P,Si,28.21412182,20.01637772,30.973762,28.0855,553.5,3173.0,11.0,100.0,15,14,107,111,1823.0,2330.0,1.65,1.5,2.19,1.9,10.48669,8.15168,1.625,0.773,-5.400509043,-5.424918005,3.560590636,3.4448498389999997,4.486063093,4.340238825,0.0,0.0,22.5702381,20.44,2000,4700,5100,1000,0.769,0.7120000000000001,23.824,19.99,18.54,50.21,18.99,20.02,0,0,0,0,0,0,0,0,0,1,1,0,317.3,1687.0,83,78,102,110,3,4,5,4,0,0,0,0,0,0,0,0,3,4,3,2,0,0,2,2,15,14,3.63,5.53,3,3,0.0,0.0,2,227,3.0,4.0,2.2137700000000002,2.36803,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
1989,Pb,Si,30.34142301,20.01637772,207.2,28.0855,2022.0,3173.0,46.0,100.0,14,14,146,111,11340.0,2330.0,1.15,1.5,2.33,1.9,7.4166300000000005,8.15168,0.0,0.773,-3.62902961,-5.424918005,3.830865877,3.4448498389999997,4.826588558,4.340238825,0.0,0.0,28.11,20.44,2700,4700,1800,1000,0.13,0.7120000000000001,24.7,19.99,4.774,50.21,30.32,20.02,0,0,0,0,0,0,1,0,0,1,0,0,600.61,1687.0,81,78,174,110,4,4,28,4,0,0,10,0,0,0,14,0,4,4,2,2,0,0,2,2,82,14,6.995,5.53,6,3,5.6,0.0,225,227,12.0,4.0,3.5745400000000003,2.36803,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1990,Si,Pd,20.01637772,14.69838627,28.0855,106.42,3173.0,3236.0,100.0,180.0,14,10,111,139,2330.0,12023.0,1.5,1.67,1.9,2.2,8.15168,8.3369,0.773,0.0,-5.424918005,-5.13777457,3.4448498389999997,3.0659471110000003,4.340238825,3.8628513030000002,0.0,0.0,20.44,14.41,4700,3200,1000,8000,0.7120000000000001,0.244,19.99,25.98,50.21,16.74,20.02,14.72,0,0,0,1,0,0,0,1,1,0,0,0,1687.0,1828.05,78,62,110,142,4,0,4,10,0,0,0,10,0,0,0,0,4,0,2,0,0,0,2,0,14,46,5.53,4.8,3,5,0.0,44.0,227,225,4.0,12.0,2.36803,2.79543,"[1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0]"
1991,Pm,Si,33.14754856,20.01637772,145.0,28.0855,3273.0,3173.0,33.0,100.0,3,14,199,111,7264.0,2330.0,1.21,1.5,1.155,1.9,5.582000000000001,8.15168,0.0,0.773,-4.744621343,-5.424918005,4.075342789,3.4448498389999997,5.134610166,4.340238825,0.0,0.0,33.8425,20.44,9500,4700,3100,1000,0.0,0.7120000000000001,0.0,19.99,0.0,50.21,33.67,20.02,0,0,0,0,1,0,1,0,0,1,0,0,1373.0,1687.0,21,78,185,110,9,4,7,4,0,0,0,0,9,0,5,0,0,4,0,2,0,0,2,2,61,14,30.1,5.53,6,3,18.0,0.0,194,227,12.0,4.0,3.6390800000000003,2.36803,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
1992,Si,Rh,20.01637772,13.72550981,28.0855,102.9055,3173.0,3968.0,100.0,380.0,14,9,111,142,2330.0,12450.0,1.5,1.76,1.9,2.28,8.15168,7.4589,0.773,0.0,-5.424918005,-7.25364552,3.4448498389999997,3.010334727,4.340238825,3.79278409,0.0,0.0,20.44,13.64,4700,3200,1000,8000,0.7120000000000001,0.243,19.99,24.98,50.21,26.59,20.02,11.58,0,0,0,1,0,0,0,1,1,0,0,0,1687.0,2237.0,78,59,110,132,4,3,4,9,0,2,0,8,0,0,0,0,4,0,2,0,0,1,2,1,14,45,5.53,8.6,3,5,0.0,150.0,227,225,4.0,12.0,2.36803,2.72142,"[1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0]"
1993,Sb,Si,30.19142344,20.01637772,121.76,28.0855,1860.0,3173.0,42.0,100.0,15,14,139,111,6697.0,2330.0,1.26,1.5,2.05,1.9,8.60839,8.15168,0.0,0.773,-4.11736234,-5.424918005,3.981581991,3.4448498389999997,5.016478962,4.340238825,0.0,0.0,31.56,20.44,7900,4700,3400,1000,0.207,0.7120000000000001,25.23,19.99,19.79,50.21,30.21,20.02,0,0,0,0,0,0,1,0,1,1,0,0,903.78,1687.0,85,78,155,110,3,4,15,4,0,0,10,0,0,0,0,0,3,4,3,2,0,0,2,2,51,14,6.6,5.53,5,3,20.0,0.0,166,227,3.0,4.0,2.9544900000000003,2.36803,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1994,Se,Si,27.20880463,20.01637772,78.96,28.0855,958.0,3173.0,8.3,100.0,16,14,120,111,4819.0,2330.0,0.0,1.5,2.55,1.9,9.75239,8.15168,0.799,0.773,-3.47079191,-5.424918005,3.7286790069999998,3.4448498389999997,4.697841169,4.340238825,0.0,0.0,25.92,20.44,2200,4700,6000,1000,0.321,0.7120000000000001,25.363000000000003,19.99,6.69,50.21,29.81,20.02,0,0,0,0,0,0,0,0,0,1,1,0,494.0,1687.0,89,78,118,110,2,4,16,4,0,0,10,0,0,0,0,0,2,4,4,2,0,0,2,2,34,14,3.77,5.53,4,3,3.7,0.0,14,227,2.0,4.0,2.364,2.36803,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
1995,Sm,Si,33.95681901,20.01637772,150.36,28.0855,2076.0,3173.0,38.0,100.0,3,14,198,111,7353.0,2330.0,1.21,1.5,1.17,1.9,5.6437,8.15168,0.0,0.773,-4.713379635,-5.424918005,4.050607032,3.4448498389999997,5.103445064,4.340238825,0.0,0.0,33.23,20.44,9500,4700,3100,1000,0.196,0.7120000000000001,29.54,19.99,8.62,50.21,33.14,20.02,0,0,0,0,1,0,1,0,0,1,0,0,1345.0,1687.0,23,78,185,110,8,4,8,4,0,0,0,0,8,0,6,0,0,4,0,2,0,0,2,2,62,14,28.8,5.53,6,3,20.0,0.0,166,227,12.0,4.0,3.61456,2.36803,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]"
1996,Si,Ta,20.01637772,18.04672956,28.0855,180.94788,3173.0,5731.0,100.0,200.0,14,5,111,170,2330.0,16650.0,1.5,1.63,1.9,1.5,8.15168,7.54957,0.773,0.0,-5.424918005,-11.85139954,3.4448498389999997,3.309248619,4.340238825,4.169391995,0.0,0.0,20.44,18.12,4700,2300,1000,4800,0.7120000000000001,0.14,19.99,25.36,50.21,36.57,20.02,17.65,0,0,0,1,0,0,0,1,1,0,0,0,1687.0,3290.0,78,48,110,145,4,7,4,19,0,7,0,3,0,0,0,14,4,0,2,0,0,0,2,2,14,73,5.53,13.1,3,6,0.0,69.0,227,229,4.0,8.0,2.36803,2.8727,"[1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0]"
1997,Si,Tc,20.01637772,14.15101151,28.0855,98.0,3173.0,4538.0,100.0,0.0,14,7,111,147,2330.0,11500.0,1.5,1.81,1.9,1.9,8.15168,7.28,0.773,0.0,-5.424918005,-10.355151199999998,3.4448498389999997,3.057056135,4.340238825,3.851649375,0.0,0.0,20.44,14.285,4700,0,1000,0,0.7120000000000001,0.0,19.99,0.0,50.21,33.29,20.02,14.22,0,0,0,1,0,0,0,1,1,0,0,0,1687.0,2430.0,78,53,110,136,4,5,4,7,0,5,0,5,0,0,0,0,4,0,2,0,0,0,2,2,14,43,5.53,11.4,3,5,0.0,0.0,227,194,4.0,12.0,2.36803,2.72536,"[1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
1998,Te,Si,33.95668872,20.01637772,127.6,28.0855,1261.0,3173.0,65.0,100.0,16,14,138,111,6240.0,2330.0,0.0,1.5,2.1,1.9,9.0096,8.15168,0.46399999999999997,0.773,-3.141302507,-5.424918005,4.111975037,3.4448498389999997,5.180763906,4.340238825,0.0,0.0,34.76333333,20.44,2900,4700,4900,1000,0.20199999999999999,0.7120000000000001,25.73,19.99,17.38,50.21,33.94,20.02,0,0,0,0,0,0,0,0,1,1,0,0,722.66,1687.0,90,78,140,110,2,4,16,4,0,0,10,0,0,0,0,0,2,4,4,2,0,0,2,2,52,14,5.5,5.53,5,3,16.0,0.0,152,227,2.0,4.0,2.89227,2.36803,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1999,Si,Ti,20.01637772,17.63631716,28.0855,47.867,3173.0,3560.0,100.0,110.0,14,4,111,160,2330.0,4507.0,1.5,1.52,1.9,1.54,8.15168,6.828119999999999,0.773,0.0,-5.424918005,-7.77522712,3.4448498389999997,3.2197991210000003,4.340238825,4.056692689,0.0,2.25e-05,20.44,16.69,4700,1100,1000,1600,0.7120000000000001,0.524,19.99,25.06,50.21,14.15,20.02,17.67,0,0,0,1,0,0,0,1,1,0,0,0,1687.0,1941.0,78,43,110,142,4,8,4,4,0,8,0,2,0,0,0,0,4,0,2,0,0,0,2,2,14,22,5.53,14.6,3,4,0.0,44.0,227,194,4.0,8.0,2.36803,2.70452,"[1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0]"
2000,Tl,Si,28.64087656,20.01637772,204.3833,28.0855,1746.0,3173.0,43.0,100.0,13,14,145,111,11850.0,2330.0,1.12,1.5,1.62,1.9,6.108194,8.15168,0.0,0.773,-2.27267753,-5.424918005,3.775558738,3.4448498389999997,4.756905929,4.340238825,0.0,0.0,26.91,20.44,6500,4700,6500,1000,0.129,0.7120000000000001,26.32,19.99,4.1419999999999995,50.21,28.53,20.02,0,0,0,0,0,0,1,0,0,1,0,0,577.0,1687.0,76,78,172,110,5,4,27,4,0,0,10,0,0,0,14,0,5,4,1,2,0,0,2,2,81,14,7.55,5.53,6,3,2.8,0.0,194,227,8.0,4.0,3.4325300000000003,2.36803,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
2001,Xe,Si,36952.92402,20.01637772,131.293,28.0855,165.0,3173.0,0.0,100.0,18,14,140,111,5.9,2330.0,0.0,1.5,2.6,1.9,12.12984,8.15168,6.456,0.773,0.04873128,-5.424918005,4.751892136,3.4448498389999997,5.987008929,4.340238825,0.0,0.0,53.65,20.44,0,4700,0,1000,0.158,0.7120000000000001,20.785999999999998,19.99,2.27,50.21,57.83,20.02,0,0,0,0,0,0,0,0,0,1,1,0,161.3,1687.0,102,78,0,110,0,4,18,4,0,0,10,0,0,0,0,0,0,4,6,2,0,0,2,2,54,14,4.044,5.53,5,3,0.0,0.0,225,227,12.0,4.0,4.85032,2.36803,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
